id,topic_id,title,seq,answer_flag
1785122566184484,1785122566183984,将金额转至另一安全账户,4,0
1785122566184711,1785122566184586,保护个人信息,1,0
1785122566184826,1785122566184586,警惕陌生来电,2,0
1785122566184954,1785122566184586,谨慎网络交友,3,0
1785122566185071,1785122566184586,以上都是,4,1
1785122566185355,1785122566185226,贷款金额小，借贷周期不长，以月结为主,1,0
1785122566185461,1785122566185226,无担保物，无需提供担保，无连带担保责任人,2,0
1785122566185564,1785122566185226,利息明显高于正常利率,3,0
1785122566185664,1785122566185226,以上都对,4,1
1785122566185873,1785122566185761,合规收费,1,0
1785122566185973,1785122566185761,以质定价,2,0
1785122566186070,1785122566185761,公开透明,3,1
1785122566186187,1785122566185761,减费让利,4,0
1785122566186416,1785122566186292,生物识别、宗教信仰、特定身份,1,0
1785122566186519,1785122566186292,医疗健康、金融账户、行踪轨迹,2,0
1785122566186646,1785122566186292,不满十四周岁未成年人的个人信息,3,0
1785122566186760,1785122566186292,以上都是,4,1
1785122566186991,1785122566186878,未经消费者同意，向他人透露消费者金融信息,1,1
1785122566187096,1785122566186878,经消费者同意，在金融机构内部使用消费者金融信息,2,0
1785122566187218,1785122566186878,向消费者提供金融产品和服务,3,0
1785122566187321,1785122566186878,对消费者的金融信息进行加密处理,4,0
1785122566187546,1785122566187436,个人存款记录,1,0
1785122566187680,1785122566187436,信贷信息,2,1
1785122566187817,1785122566187436,个人销户记录,3,0
1785122566187950,1785122566187436,个人取款记录,4,0
1785122566188241,1785122566188088,过度收集,1,0
1785122566188363,1785122566188088,非法买卖,2,0
1785122566188468,1785122566188088,合法、正当、必要和诚信,3,1
1785122566188568,1785122566188088,随意泄露,4,0
1785122566188677,1785122566188088,误导获得,5,0
1785122566188905,1785122566188795,实现处理目的的最小范围,1,1
1785122566189008,1785122566188795,个人全部信息,2,0
1785122566189120,1785122566188795,个人及其家庭的全部信息,3,0
1785122566189258,1785122566188795,个人朋友的信息,4,0
1785122566189367,1785122566188795,个人其他信息,5,0
1785122566189578,1785122566189469,附加条款,1,1
1785122566189679,1785122566189469,法定条款,2,0
1785122566189812,1785122566189469,任选条款,3,0
1785122566189918,1785122566189469,批注,4,0
1785122566190141,1785122566190019,身份证件,1,1
1785122566190267,1785122566190019,现金,2,0
1785122566190419,1785122566190019,钥匙,3,0
1785122566190547,1785122566190019,磁卡,4,0
1785122566190764,1785122566190649,自主选择权,1,0
1785122566190868,1785122566190649,公平交易权,2,1
1785122566190966,1785122566190649,知情权,3,0
1785122566191064,1785122566190649,受尊重权,4,0
1785122566191308,1785122566191176,应当保证个人信息的质量,1,0
1785122566191446,1785122566191176,应当采取对个人权益影响最小的方式,2,0
1785122566191558,1785122566191176,应当遵循合法、正当、必要和诚信原则,3,0
1785122566191659,1785122566191176,通过误导、欺诈、胁迫等方式处理个人信息,4,1
1785122566191867,1785122566191762,可以透支,1,0
1785122566191966,1785122566191762,可以部分透支,2,0
1785122566192076,1785122566191762,不能透支,3,1
1785122566192319,1785122566192188,不轻信,1,0
1785122566192460,1785122566192188,不随意转账,2,0
1785122566192566,1785122566192188,电脑手机上收到的信息都是权威的，按照上面说的做,3,1
1785122566192667,1785122566192188,遇到事情多核实,4,0
1785122566192884,1785122566192769,学生证,1,0
1785122566192983,1785122566192769,工作证,2,0
1785122566193081,1785122566192769,身份证,3,1
1785122566193194,1785122566192769,驾照,4,0
1785122566193459,1785122566193317,合法权益,1,1
1785122566193570,1785122566193317,消费义务,2,0
1785122566193669,1785122566193317,消费责任,3,0
1785122566193768,1785122566193317,消费目标,4,0
1785122566193973,1785122566193868,95599,1,0
1785122566194089,1785122566193868,120,2,0
1785122566194232,1785122566193868,119,3,0
1785122566194362,1785122566193868,96110,4,1
1785122566194580,1785122566194467,直接扫码支付,1,0
1785122566194682,1785122566194467,等其他家长扫码支付了再支付,2,0
1785122566194784,1785122566194467,通过电话或微信向老师核实,3,1
1785122566194992,1785122566194882,既可以赚钱，又很轻松，帮其刷其信誉,1,0
1785122566195094,1785122566194882,要求对方先打款才能帮其刷信誉,2,0
1785122566195220,1785122566194882,不帮对方刷信誉，因为刷信誉的行为是不正确的，往往是骗局,3,1
1785122566195324,1785122566194882,先看一下别人能不能赚到钱再做决定,4,0
1785122566195549,1785122566195441,可以,1,0
1785122566195652,1785122566195441,一般情况不可以，急需用钱的时候可以,2,0
1785122566195751,1785122566195441,不可以,3,1
1785122566195997,1785122566195865,客户至上,1,0
1785122566196113,1785122566195865,以客户为中心,2,1
1785122566196227,1785122566195865,以客户为基础,3,0
1785122566196353,1785122566195865,全面服务客户,4,0
1785122566196565,1785122566196458,真是太倒霉了，明天补卡换新手机,1,0
1785122566196668,1785122566196458,先通过客服挂失手机号,2,0
1785122566196786,1785122566196458,挂失手机号并且冻结手机网银，解绑与手机号绑定的支付宝、微信等支付方式,3,1
1785122566197017,1785122566196910,都加为好友,1,0
1785122566197124,1785122566196910,陌生人一律不加,2,0
1785122566197256,1785122566196910,问清是谁再加为好友,3,1
1785122566197511,1785122566197391,只要是朋友用QQ或微信发来的，都会帮助,1,0
1785122566197612,1785122566197391,根本不借,2,0
1785122566197710,1785122566197391,必须当面确认或者多渠道核实身份才借,3,1
1785122566197957,1785122566197827,气愤的将该人的QQ号、手机号码全部删除,1,0
1785122566198077,1785122566197827,非常着急，通过各种渠道寻找该人，试图找回被骗钱款,2,0
1785122566198217,1785122566197827,拨打110报警，并提供详细联络方式,3,1
1785122566198521,1785122566198367,自己没做过，查一查也好,1,0
1785122566198630,1785122566198367,不轻易相信，自己到银行询问,2,1
1785122566198735,1785122566198367,添加对方好友，点开链接，配合调查,3,0
1785122566198954,1785122566198840,点击链接，按要求输入银行卡、退款验证码,1,0
1785122566199055,1785122566198840,对方能说出我的信息，肯定是快递员，和他交涉让他多赔点,2,0
1785122566199173,1785122566198840,挂断电话，直接与商家核对物流信息,3,1
1785122566199402,1785122566199276,不相信，加好友看看是不是真的有通缉令,1,0
1785122566199509,1785122566199276,相信民警，一 一照办,2,0
1785122566199614,1785122566199276,自己没做过，去警局核实,3,1
1785122566199826,1785122566199715,根据电话中工作人员要求予以配合,1,0
1785122566199927,1785122566199715,将自己的个人信息全部提供给对方,2,0
1785122566200028,1785122566199715,不接受所谓的电话笔录，并马上拨打110电话报警,3,1
1785122566200142,1785122566199715,听从指挥进行相应的账户操作,4,0
1785122566200372,1785122566200254,真实性,1,0
1785122566200512,1785122566200254,有效性,2,0
1785122566200619,1785122566200254,完整性,3,0
1785122566200720,1785122566200254,以上都是,4,1
1785122566200937,1785122566200822,知情权,1,1
1785122566201039,1785122566200822,依法求偿权,2,0
1785122566201159,1785122566200822,受教育权,3,0
1785122566201264,1785122566200822,公平交易权,4,0
1785122566201515,1785122566201380,出售给第三方,1,0
1785122566201622,1785122566201380,妥善保管和保护,2,1
1785122566201725,1785122566201380,公开发布,3,0
1785122566201829,1785122566201380,不处理个人信息,4,0
1785122566202036,1785122566201928,忽视投诉,1,0
1785122566202157,1785122566201928,及时回应和解决,2,1
1785122566202261,1785122566201928,转移责任给其他机构,3,0
1785122566202379,1785122566201928,不接受投诉,4,0
1785122566202612,1785122566202501,采用匿名化处理,1,0
1785122566202715,1785122566202501,定期进行安全审计,2,0
1785122566202816,1785122566202501,公开所有客户的个人信息,3,1
1785122566202917,1785122566202501,限制数据的二次使用,4,0
1785122566203143,1785122566203016,随意使用原则,1,0
1785122566203253,1785122566203016,合法、正当、必要原则,2,1
1785122566203359,1785122566203016,不告知原则,3,0
1785122566203464,1785122566203016,无限期保存原则,4,0
1785122566203673,1785122566203566,准确告知消费者产品的保险责任和除外责任,1,0
1785122566203776,1785122566203566,隐瞒产品的风险和费用,2,1
1785122566203884,1785122566203566,提供详细的产品说明书,3,0
1785122566203998,1785122566203566,尊重消费者的选择权,4,0
1785122566204225,1785122566204110,银行与非银行金融机构,1,1
1785122566204330,1785122566204110,银行与证券机构,2,0
1785122566204450,1785122566204110,银行与保险机构,3,0
1785122566204551,1785122566204110,中央银行与商业银行,4,0
1785122566204794,1785122566204650,协商和解,1,0
1785122566204923,1785122566204650,暴力冲突,2,1
1785122566205026,1785122566204650,调解或仲裁,3,0
1785122566205137,1785122566204650,诉讼,4,0
1785122566205361,1785122566205247,消费者有权了解产品信息,1,1
1785122566205468,1785122566205247,消费者有权获得赔偿,2,0
1785122566205569,1785122566205247,消费者有权选择定价,3,0
1785122566205670,1785122566205247,消费者有权参与市场监督,4,0
1785122566205876,1785122566205770,获取金融知识的权利,1,0
1785122566205979,1785122566205770,接受金融教育的权利,2,0
1785122566206081,1785122566205770,提高金融素养的权利,3,0
1785122566206212,1785122566205770,以上都是,4,1
1785122566206482,1785122566206322,12378,1,1
1785122566206591,1785122566206322,12123,2,0
1785122566206693,1785122566206322,12315,3,0
1785122566206792,1785122566206322,12358,4,0
1785122566207016,1785122566206903,购买,1,0
1785122566207128,1785122566206903,使用,2,0
1785122566207238,1785122566206903,咨询,3,0
1785122566207354,1785122566206903,购买或使用,4,1
1785122566207593,1785122566207461,安全权,1,1
1785122566207699,1785122566207461,财产权,2,0
1785122566207801,1785122566207461,生命健康权,3,0
1785122566207904,1785122566207461,公平交易权,4,0
1785122566208127,1785122566208004,完全相信金融机构的推荐,1,0
1785122566208242,1785122566208004,忽略金融产品的风险说明,2,0
1785122566208374,1785122566208004,了解产品特点、评估风险后再做决定,3,1
1785122566208496,1785122566208004,随意选择高风险的金融产品以追求高收益,4,0
1785122566208710,1785122566208600,办公场所,1,0
1785122566208813,1785122566208600,机构营业场所,2,1
1785122566208913,1785122566208600,内部科室,3,0
1785122566209014,1785122566208600,领导办公室,4,0
1785122566209257,1785122566209123,正确认识挫折，坦然面对，并树立起战胜挫折的信心,1,0
1785122566209368,1785122566209123,客观分析挫折原因，不自怨自艾，积极寻找解决办法,2,0
1785122566209474,1785122566209123,合理运用心理防卫机制，及时并适度的宣泄，缓解心理压力,3,0
1785122566209578,1785122566209123,以上都对,4,1
1785122566209785,1785122566209677,消费者,1,0
1785122566209894,1785122566209677,消费者的身体,2,0
1785122566209995,1785122566209677,消费者携带的物品,3,0
1785122566210095,1785122566209677,消费者的身体及其携带的物品,4,1
1785122566210322,1785122566210209,必须,1,1
1785122566210440,1785122566210209,一定,2,0
1785122566210569,1785122566210209,可以,3,0
1785122566210682,1785122566210209,视具体情况,4,0
1785122566210898,1785122566210783,打电话给发消息的人，问问清楚,1,0
1785122566210999,1785122566210783,不理睬，直接删除,2,1
1785122566211109,1785122566210783,加好友，参与刷单,3,0
1785122566211357,1785122566211213,高收益低风险,1,1
1785122566211468,1785122566211213,量入为出，量力而行,2,0
1785122566211571,1785122566211213,做足功课，不盲目投资,3,0
1785122566211674,1785122566211213,控制收益预期，不可盲目轻信高收益,4,0
1785122566211887,1785122566211774,要事主去自首,1,0
1785122566211990,1785122566211774,要事主把钱打进安全账户,2,1
1785122566212091,1785122566211774,上门拜访事主,3,0
1785122566212354,1785122566212204,财产安全权,1,0
1785122566212497,1785122566212204,知情权,2,0
1785122566212617,1785122566212204,受尊重权,3,0
1785122566212718,1785122566212204,信息安全权,4,1
1785122566212938,1785122566212818,信息安全权,1,1
1785122566213042,1785122566212818,依法求偿权,2,0
1785122566213160,1785122566212818,公平交易权,3,0
1785122566213266,1785122566212818,知情权,4,0
1785122566213495,1785122566213380,依法求偿权,1,0
1785122566213611,1785122566213380,受尊重权,2,0
1785122566213721,1785122566213380,信息安全权,3,1
1785122566213841,1785122566213380,受教育权,4,0
1785122566214051,1785122566213943,确保平安，马上按照短信要求进展晋级,1,0
1785122566214177,1785122566213943,疑心是诈骗短信，但还是短信中的的链接看一看,2,0
1785122566214286,1785122566213943,先拨打银行官方进展核实理解，看是否真的需要晋级,3,1
1785122566214522,1785122566214406,打电话联系对方,1,0
1785122566214625,1785122566214406,将钱打入指定账户,2,0
1785122566214724,1785122566214406,配合对方调查,3,0
1785122566214824,1785122566214406,打110或辖区派出所电话报警求助,4,1
1785122566215069,1785122566214942,投诉该银行工作人员,1,0
1785122566215193,1785122566214942,换一家银行汇款,2,0
1785122566215322,1785122566214942,强迫银行工作人员汇款,3,0
1785122566215457,1785122566214942,与公安机关联系，确认是否存在诈骗嫌疑,4,1
1785122566215674,1785122566215566,要求对方还钱,1,0
1785122566215776,1785122566215566,删除对方所有联系方式,2,0
1785122566215885,1785122566215566,到女子所在地要求对方还钱,3,0
1785122566215987,1785122566215566,打电话报警，并主动提供相关线索,4,1
1785122566216214,1785122566216090,网上找人低价充值,1,0
1785122566216356,1785122566216090,官方平台充值,2,1
1785122566216465,1785122566216090,找游戏玩家充值,3,0
1785122566216676,1785122566216565,打电话与对方争吵，要求退款,1,0
1785122566216778,1785122566216565,按对方提示方式退款,2,0
1785122566216881,1785122566216565,将对方拉黑,3,0
1785122566216997,1785122566216565,联系正规客服寻求帮助，必要时报警,4,1
1785122566217240,1785122566217122,既可以赚钱，又轻松，帮其刷单,1,0
1785122566217361,1785122566217122,要求对方先打款再帮其刷单,2,0
1785122566217467,1785122566217122,不帮对方刷单，因为刷单行为不正确，往往是骗局,3,1
1785122566217678,1785122566217570,信息安全权,1,0
1785122566217779,1785122566217570,公平交易权,2,0
1785122566217880,1785122566217570,财产安全权,3,1
1785122566217982,1785122566217570,依法求偿权,4,0
1785122566218205,1785122566218080,立即�o，还可以提升额度,1,0
1785122566218312,1785122566218080,不可以，信用卡不可出借他人使用,2,1
1785122566218555,1785122566218433,＄,1,0
1785122566218659,1785122566218433,￡,2,0
1785122566218757,1785122566218433,￥,3,1
1785122566218857,1785122566218433,�,4,0
1785122566219069,1785122566218960,收入,1,0
1785122566219182,1785122566218960,财产,2,0
1785122566219283,1785122566218960,身体,3,1
1785122566219411,1785122566218960,荣誉,4,0
1785122566219622,1785122566219511,按照客服要求去做,1,0
1785122566219726,1785122566219511,给身份证信息但是不给验证码,2,0
1785122566219829,1785122566219511,提高警觉，挂断电话,3,1
1785122566219930,1785122566219511,与客服聊天觉得没问题后告诉其验证码和身份证信息,4,0
1785122566220159,1785122566220031,立即转账,1,0
1785122566220267,1785122566220031,与老师或学校进行核实,2,1
1785122566220381,1785122566220031,挂断电话,3,0
1785122566220483,1785122566220031,以上都是,4,0
1785122566220719,1785122566220584,点击链接进行验证,1,0
1785122566220837,1785122566220584,拨打银行官方客服电话进行核实,2,1
1785122566220939,1785122566220584,直接删除短信,3,0
1785122566221041,1785122566220584,以上都是,4,0
1785122566221271,1785122566221159,会交咨询费试一试万一中大奖呢,1,0
1785122566221389,1785122566221159,怀疑真假又怕错过大奖,2,0
1785122566221492,1785122566221159,肯定不会交咨询费这是诈骗,3,1
1785122566221591,1785122566221159,相信广告,4,0
1785122566221792,1785122566221687,密码必须比较复杂，位数大于8位,1,0
1785122566221898,1785122566221687,可以选取一段容易记忆而与本人无关的句子,2,0
1785122566222018,1785122566221687,使用姓名作为密码的一部分,3,1
1785122566222155,1785122566221687,不要向任何人透露密码细节,4,0
1785122566222264,1785122566221687,密码中使用的字符种类越多越不易被猜中,5,0
1785122566222527,1785122566222381,投资经验和风险承受能力,1,1
1785122566222646,1785122566222381,投资金额?,2,0
1785122566222750,1785122566222381,投资期限,3,0
1785122566222853,1785122566222381,投资收益,4,0
1785122566223066,1785122566222952,直接将短信验证码发给对方,1,0
1785122566223202,1785122566222952,完全按照对方指示完成各项操作,2,0
1785122566223320,1785122566222952,删除短信不予理睬,3,1
1785122566223561,1785122566223437,根据提示，登录网站输入身份、银行卡信息,1,0
1785122566223667,1785122566223437,配合操作，告知对方验证码,2,0
1785122566223768,1785122566223437,挂断电话，自行拨打银行官方电话咨询,3,1
1785122566223976,1785122566223867,最小,1,1
1785122566224077,1785122566223867,最大,2,0
1785122566224200,1785122566223867,适中,3,0
1785122566224302,1785122566223867,一般,4,0
1785122566224527,1785122566224417,点击网站，按照提示进行操作,1,0
1785122566224630,1785122566224417,肯定是骗子，急需用钱直接去银行柜台办理,2,1
1785122566224732,1785122566224417,好事一起分享，邀请同学一起加入,3,0
1785122566224947,1785122566224832,银行卡,1,0
1785122566225047,1785122566224832,身份证,2,0
1785122566225164,1785122566224832,手机卡,3,1
1785122566225268,1785122566224832,交通卡,4,0
1785122566225506,1785122566225388,使用用途和期限,1,1
1785122566225608,1785122566225388,联系电话,2,0
1785122566225708,1785122566225388,紧急联系人,3,0
1785122566225808,1785122566225388,详细地址,4,0
1785122566226017,1785122566225908,中国人民银行,1,1
1785122566226123,1785122566225908,自己银行卡的开户银行,2,0
1785122566226367,1785122566226238,投诉该工作人员,1,0
1785122566226474,1785122566226238,换一家银行汇入,2,0
1785122566226575,1785122566226238,强制工作人员办理业务,3,0
1785122566226674,1785122566226238,与公安机关联系，确认是否有诈骗嫌疑,4,1
1785122566226888,1785122566226774,打电话联系对方,1,0
1785122566226990,1785122566226774,将钱打入国家指定的账号,2,0
1785122566227113,1785122566226774,配合对方调查,3,0
1785122566227230,1785122566226774,挂掉电话，然后打110或辖区派出所电话报警，寻求警察帮助,4,1
1785122566227471,1785122566227335,立即与对方联系，确认是否中奖,1,0
1785122566227575,1785122566227335,通过对方提供的官方网站进行查询，是否中奖,2,0
1785122566227679,1785122566227335,按对方提示缴纳保证金后，等待领奖,3,0
1785122566227781,1785122566227335,该短信置之不理，告诫周围好友防范,4,1
1785122566228016,1785122566227887,按对方要求加对方为qq好友,1,0
1785122566228128,1785122566227887,向对方提供的平台输入自己的身份信息，银行卡号和密码,2,0
1785122566228247,1785122566227887,挂掉对方电话，然后打110或辖区派出所电话报警，寻求警察帮助,3,1
1785122566228353,1785122566227887,按照对方要求，在各网贷平台进行操作,4,0
1785122566228612,1785122566228475,联系淘宝客服进行相关查询后进行退款操作,1,1
1785122566228719,1785122566228475,打电话给网店负责人，争吵理论，求其还钱,2,0
1785122566228823,1785122566228475,去其他网店购物,3,0
1785122566228927,1785122566228475,按对方提示重新打款,4,0
1785122566229143,1785122566229026,辨明正规官网，哪怕贵一些，但交易有保障,1,1
1785122566229249,1785122566229026,只顾价格便宜，不问网站真伪,2,0
1785122566229374,1785122566229026,用微信支付宝直接与卖家私下交易，快捷便利,3,0
1785122566229494,1785122566229026,商家称货到付款，未验收直接付款,4,0
1785122566229710,1785122566229599,与对方理论一番后，给对方转账,1,0
1785122566229811,1785122566229599,去游戏官方客服咨询,2,1
1785122566229911,1785122566229599,按要求在指定账户缴纳1000元,3,0
1785122566230133,1785122566230011,通过其他同学查询导师电话，并通过查到的电话与导师联系，确认信息真假,1,1
1785122566230241,1785122566230011,立即通过银行转账给对方,2,0
1785122566230368,1785122566230011,打电话和张某联系进行确认,3,0
1785122566230592,1785122566230479,在学校勤工俭学,1,0
1785122566230706,1785122566230479,在一家门店打零工,2,0
1785122566230824,1785122566230479,网上找兼职刷信誉,3,1
1785122566230931,1785122566230479,做家教服务,4,0
1785122566231155,1785122566231032,常见诈骗手段，兼职刷单部是诈骗，主动忽略,1,1
1785122566231279,1785122566231032,这种赚钱方式真轻松，赶快去应聘,2,0
1785122566231424,1785122566231032,刚毕业就业困难，急用钱买新手机，日夜刷信营赚钱,3,0
1785122566231535,1785122566231032,发财致富之道，并介绍朋友一起发财,4,0
1785122566231747,1785122566231637,到女子所在地要求对方还钱,1,0
1785122566231849,1785122566231637,打电话报警，并提供相关信息给警方,2,1
1785122566231950,1785122566231637,与对方要求还钱,3,0
1785122566232049,1785122566231637,删除对方的QQ和一切信息,4,0
1785122566232293,1785122566232160,打电话给对方争吵理论，要求其直接退订,1,0
1785122566232413,1785122566232160,按对方提示进行退订,2,0
1785122566232534,1785122566232160,将对方拉入黑名单,3,0
1785122566232659,1785122566232160,联系正规淘宝客服，进行相关查询后，视情况报警。,4,1
1785122566232878,1785122566232766,既可以赚钱又很轻松，帮其刷信誉,1,0
1785122566232981,1785122566232766,要求对方先打款，才能帮其刷信誉,2,0
1785122566233082,1785122566232766,不帮对方刷信誉，因为刷信誉的行为是不正确的，往往是骗局,3,1
1785122566233355,1785122566233225,在业务人员指定位置签字,1,0
1785122566233461,1785122566233225,投保文件直接翻到签名处进行签字,2,0
1785122566233564,1785122566233225,请求业务代为填写相关资料并签字,3,0
1785122566233663,1785122566233225,逐页阅读投保文件信息，重点确认保险范围、责任免除等关键信息无误后再签字。,4,1
1785122566233876,1785122566233766,推动出台反电信网络诈骗法,1,0
1785122566233982,1785122566233766,推动出台《非银行支付机构条例》,2,0
1785122566234081,1785122566233766,出台优化账户服务、加强受理终端管理等政策文件,3,0
1785122566234209,1785122566233766,以上都是,4,1
1785122566234467,1785122566234334,银行储蓄,1,0
1785122566234573,1785122566234334,银行代销理财,2,0
1785122566234674,1785122566234334,贷款,3,1
1785122566234772,1785122566234334,银行代销基金,4,0
1785122566234984,1785122566234874,投诉该工作人员,1,0
1785122566235085,1785122566234874,换一家银行汇入,2,0
1785122566235205,1785122566234874,听取工作人员建议谨慎考虑,3,1
1785122566235432,1785122566235310,马上拨打保险公司官方客户电话核实情况是否属实,1,0
1785122566235539,1785122566235310,联系办理业务的保险公司工作人员确认情况,2,0
1785122566235640,1785122566235310,退费给我，不用交钱，可以提供账户信息,3,1
1785122566235740,1785122566235310,去保险公司营业网点核实信息,4,0
1785122566235989,1785122566235858,打电话给网站负责人理论要求其还钱,1,0
1785122566236131,1785122566235858,立刻报警，并将自己卡号对方卡号交易流水提供给公安,2,1
1785122566236267,1785122566235858,算了,3,0
1785122566236517,1785122566236392,网购脱离平台，无法得到保障,1,1
1785122566236623,1785122566236392,脱离平台，不用给平台分红，所以卖得便宜,2,0
1785122566236726,1785122566236392,人和人需要信任，反正没多少钱,3,0
1785122566236940,1785122566236826,可以，但要通过正规公司、银行办理,1,1
1785122566237044,1785122566236826,不可以，只能线下办理。,2,0
1785122566237171,1785122566236826,可以，通过小广告等均可办理,3,0
1785122566237406,1785122566237280,网上银行登录密码,1,0
1785122566237509,1785122566237280,其他均不正确。自设密码不能向任何人透露,2,1
1785122566237609,1785122566237280,账户支付密码,3,0
1785122566237708,1785122566237280,网银证书保护密码,4,0
1785122566237918,1785122566237806,自己的密码足够复杂，不可能被破解，坚决不修改密码,1,0
1785122566238021,1785122566237806,拨打110报警,2,0
1785122566238128,1785122566237806,确认是否是自己的设备登录，如果不是，则尽快修改密码,3,1
1785122566238359,1785122566238234,老板不能得罪，赶紧转,1,0
1785122566238462,1785122566238234,有客户在，老板不方便接电话，直接转吧,2,0
1785122566238579,1785122566238234,打电话或者发消息问私人或公司的问题，不确认身份不转钱,3,1
1785122566238797,1785122566238692,正确申办、领用银行卡,1,0
1785122566238896,1785122566238692,妥善保管银行卡,2,0
1785122566238994,1785122566238692,任何场景均可随意使用,3,1
1785122566239092,1785122566238692,安全使用银行卡,4,0
1785122566239322,1785122566239212,医疗人员,1,0
1785122566239452,1785122566239212,掌握无障碍服务方法和技能的员工,2,1
1785122566239560,1785122566239212,心理专家,3,0
1785122566239658,1785122566239212,护理人员,4,0
1785122566239858,1785122566239753,秒杀,1,0
1785122566239958,1785122566239753,抢购,2,0
1785122566240055,1785122566239753,限时限额,3,0
1785122566240163,1785122566239753,以上都不行,4,1
1785122566240391,1785122566240267,公安机关,1,0
1785122566240497,1785122566240267,公安机关指定的保密单位,2,0
1785122566240596,1785122566240267,中国人民银行相关机构,3,1
1785122566240693,1785122566240267,中国人民银行指定的保密单位,4,0
1785122566240941,1785122566240818,配偶、子女、父母、兄妹,1,0
1785122566241044,1785122566240818,父母、子女、配偶,2,0
1785122566241152,1785122566240818,配偶、子女、父母,3,1
1785122566241273,1785122566240818,子女、父母、配偶,4,0
1785122566241496,1785122566241388,中国银行,1,0
1785122566241598,1785122566241388,中国人民银行,2,1
1785122566241697,1785122566241388,中国工商银行,3,0
1785122566241795,1785122566241388,中国建设银行,4,0
1785122566242002,1785122566241896,财产安全权,1,1
1785122566242113,1785122566241896,受尊重权,2,0
1785122566242221,1785122566241896,自主选择权,3,0
1785122566242319,1785122566241896,公平交易权,4,0
1785122566242541,1785122566242431,10086给消费者发送短信提示话费余额不足,1,1
1785122566242677,1785122566242431,自称防疫部门人员进行流调,2,0
1785122566242784,1785122566242431,网店发送的点击即可领奖的链接,3,0
1785122566242888,1785122566242431,邀请你参与活动抽奖的不明邀请短信,4,0
1785122566243096,1785122566242990,自称国家机关人员拨打某同学电话称“您涉嫌重大犯罪,1,0
1785122566243238,1785122566242990,中国移动 10086 发短信通知某同学电话话费余额不足,2,1
1785122566243358,1785122566242990,用电话指挥某同学通过 ATM 机转到所谓的“安全账号”,3,0
1785122566243463,1785122566242990,以某同学个人信息进行恐吓威胁要求事主打“封口费”,4,0
1785122566243671,1785122566243563,依法合规,1,0
1785122566243771,1785122566243563,平等自愿,2,0
1785122566243868,1785122566243563,诚实守信,3,0
1785122566243966,1785122566243563,利益最大化,4,1
1785122566244183,1785122566244062,盗刷信用卡,1,0
1785122566244289,1785122566244062,冒充熟人以各种名义借钱,2,0
1785122566244405,1785122566244062,通过伪基站设备发送含有木马的钓鱼网站,3,0
1785122566244525,1785122566244062,以上都是,4,1
1785122566244731,1785122566244625,谁都没权利要别人，出示验证码,1,1
1785122566244831,1785122566244625,通缉令可以直接发给个人查询,2,0
1785122566244929,1785122566244625,刷单一定要找正规的，多试几次，这样才不会被骗,3,0
1785122566245143,1785122566245030,恶意垒高金额,1,0
1785122566245252,1785122566245030,包装成“民间借贷”，签订虚高合同,2,0
1785122566245356,1785122566245030,按照国家标准制定的利率，要求借贷者按照符合国家标准的借贷合同还清本金和利息,3,1
1785122566245468,1785122566245030,风险低，效益高,4,0
1785122566245677,1785122566245567,协商解决,1,0
1785122566245777,1785122566245567,找“黑产”代投诉,2,1
1785122566245877,1785122566245567,请求调解,3,0
1785122566245976,1785122566245567,申请仲裁,4,0
1785122566246229,1785122566246078,水电费未按时缴纳,1,0
1785122566246335,1785122566246078,手机号停用后没有办理相关手续长期欠费,2,0
1785122566246454,1785122566246078,信用卡账单逾期,3,0
1785122566246550,1785122566246078,以上都是,4,1
1785122566246764,1785122566246645,为订立、履行个人作为一方当事人的合同所必需,1,0
1785122566246868,1785122566246645,为公共利益实施新闻报道，在合理的范围内处理个人信息,2,0
1785122566246974,1785122566246645,为履行法定职责或者法定义务所必需,3,0
1785122566247072,1785122566246645,未取得个人的同意,4,1
1785122566247304,1785122566247180,车祸身亡,1,1
1785122566247408,1785122566247180,长期接触汞而引发汞中毒死亡,2,0
1785122566247510,1785122566247180,吸毒死亡,3,0
1785122566247609,1785122566247180,犯罪人意外死亡,4,0
1785122566247811,1785122566247706,保护个人信息,1,0
1785122566247914,1785122566247706,加强账户安全管理,2,0
1785122566248011,1785122566247706,加强反诈宣传教育,3,0
1785122566248119,1785122566247706,放心使用公众WIFI,4,1
1785122566248410,1785122566248249,生物识别信息,1,0
1785122566248526,1785122566248249,医疗健康信息,2,0
1785122566248644,1785122566248249,个人姓名信息,3,1
1785122566248759,1785122566248249,行踪轨迹信息,4,0
1785122566248968,1785122566248859,日利率,1,0
1785122566249067,1785122566248859,月利率,2,0
1785122566249181,1785122566248859,季度利率,3,0
1785122566249283,1785122566248859,年化利率,4,1
1785122566249538,1785122566249409,生产者,1,0
1785122566249640,1785122566249409,销售者或服务者,2,1
1785122566249738,1785122566249409,交易平台提供者,3,0
1785122566249835,1785122566249409,总经销商,4,0
1785122566250045,1785122566249936,精力,1,0
1785122566250176,1785122566249936,财产,2,1
1785122566250313,1785122566249936,时间,3,0
1785122566250426,1785122566249936,自由,4,0
1785122566250538,1785122566249936,信息,5,0
1785122566250747,1785122566250637,立即与销售人员理论,1,0
1785122566250853,1785122566250637,默默忍受，不采取任何行动,2,0
1785122566250963,1785122566250637,向金融机构投诉并寻求帮助,3,1
1785122566251068,1785122566250637,在网络上公开投诉并诋毁金融机构,4,0
